-0.004 0
0.004 16
0.012 24
0.02 21
0.028 26
0.036 21
0.044 10
0.052 18
0.06 25
0.068 18
0.076 20
0.084 23
0.092 21
0.1 21
0.108 18
0.116 11
0.124 16
0.132 17
0.14 19
0.148 25
0.156 18
0.164 12
0.172 20
0.18 14
0.188 25
0.196 11
0.204 8
0.212 14
0.22 17
0.228 14
0.236 15
0.244 11
0.252 10
0.26 13
0.268 12
0.276 11
0.284 12
0.292 10
0.3 7
0.308 13
0.316 8
0.324 8
0.332 8
0.34 7
0.348 8
0.356 10
0.364 4
0.372 7
0.38 4
0.388 2
0.396 11
0.404 4
0.412 7
0.42 5
0.428 5
0.436 5
0.444 6
0.452 5
0.46 2
0.468 5
0.476 4
0.484 1
0.492 2
0.5 3
0.508 7
0.516 6
0.524 7
0.532 8
0.54 7
0.548 12
0.556 12
0.564 16
0.572 23
0.58 29
0.588 27
0.596 33
0.604 44
0.612 50
0.62 48
0.628 72
0.636 70
0.644 105
0.652 119
0.66 113
0.668 134
0.676 157
0.684 180
0.692 211
0.7 203
0.708 253
0.716 262
0.724 290
0.732 334
0.74 353
0.748 376
0.756 423
0.764 516
0.772 574
0.78 673
0.788 733
0.796 831
0.804 1009
0.812 1105
0.82 1224
0.828 1350
0.836 1547
0.844 1832
0.852 1977
0.86 2188
0.868 2615
0.876 2769
0.884 3162
0.892 3343
0.9 3553
0.908 3787
0.916 3945
0.924 4164
0.932 4434
0.94 4627
0.948 4854
0.956 5194
0.964 5471
0.972 5325
0.98 5258
0.988 5454
0.996 5396
1.004 5411
1.012 5354
1.02 5468
1.028 5181
1.036 5070
1.044 5101
1.052 4965
1.06 4910
1.068 4793
1.076 4477
1.084 4461
1.092 4400
1.1 4134
1.108 4118
1.116 3991
1.124 3919
1.132 3708
1.14 3646
1.148 3661
1.156 3502
1.164 3500
1.172 3308
1.18 3286
1.188 3109
1.196 3108
1.204 2932
1.212 2844
1.22 2815
1.228 2742
1.236 2567
1.244 2571
1.252 2345
1.26 2261
1.268 2279
1.276 2221
1.284 2115
1.292 2047
1.3 1987
1.308 1859
1.316 1792
1.324 1880
1.332 1780
1.34 1769
1.348 1672
1.356 1573
1.364 1521
1.372 1527
1.38 1504
1.388 1458
1.396 1458
1.404 1395
1.412 1378
1.42 1386
1.428 1299
1.436 1313
1.444 1324
1.452 1307
1.46 1254
1.468 1271
1.476 1328
1.484 1253
1.492 1231
1.5 1239
1.508 1218
1.516 1281
1.524 1198
1.532 1180
1.54 1158
1.548 1112
1.556 1103
1.564 1070
1.572 1061
1.58 1113
1.588 1044
1.596 995
1.604 998
1.612 973
1.62 926
1.628 884
1.636 942
1.644 888
1.652 877
1.66 818
1.668 791
1.676 782
1.684 761
1.692 770
1.7 694
1.708 713
1.716 700
1.724 665
1.732 625
1.74 676
1.748 642
1.756 631
1.764 604
1.772 596
1.78 569
1.788 541
1.796 510
1.804 553
1.812 542
1.82 504
1.828 470
1.836 457
1.844 454
1.852 456
1.86 440
1.868 420
1.876 413
1.884 378
1.892 367
1.9 376
1.908 389
1.916 372
1.924 392
1.932 335
1.94 353
1.948 327
1.956 319
1.964 300
1.972 299
1.98 272
1.988 266
1.996 285
2.004 267
2.012 264
2.02 243
2.028 226
2.036 247
2.044 234
2.052 234
2.06 229
2.068 240
2.076 233
2.084 192
2.092 212
2.1 184
2.108 196
2.116 210
2.124 199
2.132 181
2.14 191
2.148 189
2.156 181
2.164 179
2.172 173
2.18 154
2.188 159
2.196 160
2.204 146
2.212 159
2.22 167
2.228 143
2.236 148
2.244 133
2.252 146
2.26 145
2.268 154
2.276 155
2.284 136
2.292 141
2.3 138
2.308 135
2.316 120
2.324 130
2.332 150
2.34 117
2.348 129
2.356 132
2.364 130
2.372 140
2.38 127
2.388 138
2.396 116
2.404 125
2.412 111
2.42 97
2.428 102
2.436 101
2.444 103
2.452 105
2.46 86
2.468 91
2.476 109
2.484 81
2.492 89
2.5 90
2.508 90
2.516 70
2.524 69
2.532 93
2.54 97
2.548 81
2.556 76
2.564 70
2.572 65
2.58 73
2.588 77
2.596 75
2.604 76
2.612 67
2.62 67
2.628 60
2.636 61
2.644 65
2.652 60
2.66 53
2.668 69
2.676 40
2.684 54
2.692 65
2.7 47
2.708 42
2.716 44
2.724 53
2.732 41
2.74 56
2.748 53
2.756 49
2.764 49
2.772 54
2.78 41
2.788 41
2.796 41
2.804 39
2.812 37
2.82 46
2.828 34
2.836 32
2.844 36
2.852 39
2.86 41
2.868 35
2.876 28
2.884 28
2.892 26
2.9 26
2.908 42
2.916 39
2.924 30
2.932 33
2.94 41
2.948 30
2.956 30
2.964 32
2.972 25
2.98 38
2.988 33
2.996 36
3.004 24
3.012 38
3.02 12
3.028 31
3.036 33
3.044 23
3.052 19
3.06 23
3.068 20
3.076 24
3.084 25
3.092 32
3.1 24
3.108 17
3.116 20
3.124 23
3.132 25
3.14 21
3.148 23
3.156 21
3.164 22
3.172 16
3.18 20
3.188 19
3.196 15
3.204 14
3.212 19
3.22 15
3.228 10
3.236 11
3.244 12
3.252 17
3.26 16
3.268 13
3.276 20
3.284 13
3.292 4
3.3 16
3.308 12
3.316 14
3.324 15
3.332 8
3.34 14
3.348 11
3.356 15
3.364 11
3.372 11
3.38 15
3.388 12
3.396 6
3.404 12
3.412 20
3.42 14
3.428 7
3.436 13
3.444 9
3.452 11
3.46 13
3.468 13
3.476 7
3.484 7
3.492 11
3.5 14
3.508 9
3.516 11
3.524 7
3.532 13
3.54 6
3.548 5
3.556 14
3.564 7
3.572 12
3.58 4
3.588 9
3.596 7
3.604 3
3.612 4
3.62 7
3.628 8
3.636 4
3.644 9
3.652 7
3.66 3
3.668 11
3.676 13
3.684 7
3.692 6
3.7 6
3.708 8
3.716 6
3.724 4
3.732 9
3.74 9
3.748 6
3.756 6
3.764 6
3.772 5
3.78 7
3.788 1
3.796 3
3.804 6
3.812 3
3.82 3
3.828 4
3.836 10
3.844 2
3.852 8
3.86 4
3.868 6
3.876 4
3.884 8
3.892 4
3.9 5
3.908 10
3.916 4
3.924 6
3.932 4
3.94 2
3.948 4
3.956 7
3.964 3
3.972 5
3.98 4
3.988 3
3.996 5
4.004 1
4.012 7
4.02 3
4.028 6
4.036 7
4.044 3
4.052 7
4.06 3
4.068 2
4.076 4
4.084 4
4.092 6
4.1 5
4.108 4
4.116 6
4.124 7
4.132 4
4.14 4
4.148 4
4.156 1
4.164 4
4.172 2
4.18 4
4.188 3
4.196 5
4.204 4
4.212 3
4.22 1
4.228 5
4.236 7
4.244 1
4.252 6
4.26 5
4.268 2
4.276 2
4.284 1
4.292 3
4.3 3
4.308 5
4.316 2
4.324 4
4.332 3
4.34 3
4.348 2
4.356 2
4.364 4
4.372 5
4.38 4
4.388 2
4.396 3
4.404 2
4.412 2
4.42 3
4.428 3
4.436 5
4.444 4
4.452 4
4.46 2
4.468 2
4.476 3
4.484 3
4.492 2
4.5 4
4.508 3
4.516 1
4.524 3
4.532 1
4.54 3
4.548 3
4.556 6
4.564 3
4.572 4
4.58 0
4.588 3
4.596 2
4.604 0
4.612 3
4.62 4
4.628 0
4.636 1
4.644 1
4.652 2
4.66 0
4.668 1
4.676 3
4.684 1
4.692 4
4.7 5
4.708 0
4.716 1
4.724 1
4.732 2
4.74 4
4.748 3
4.756 2
4.764 2
4.772 2
4.78 2
4.788 3
4.796 1
4.804 1
4.812 3
4.82 3
4.828 0
4.836 2
4.844 3
4.852 1
4.86 5
4.868 4
4.876 7
4.884 2
4.892 2
4.9 2
4.908 2
4.916 2
4.924 0
4.932 2
4.94 1
4.948 0
4.956 5
4.964 1
4.972 2
4.98 3
4.988 4
4.996 4
5.004 3
5.012 3
5.02 1
5.028 1
5.036 5
5.044 3
5.052 2
5.06 5
5.068 4
5.076 4
5.084 6
5.092 4
5.1 3
5.108 4
5.116 2
5.124 5
5.132 1
5.14 0
5.148 3
5.156 3
5.164 6
5.172 2
5.18 5
5.188 1
5.196 1
5.204 1
5.212 2
5.22 1
5.228 3
5.236 2
5.244 2
5.252 0
5.26 1
5.268 0
5.276 2
5.284 0
5.292 4
5.3 2
5.308 2
5.316 3
5.324 3
5.332 2
5.34 1
5.348 3
5.356 0
5.364 5
5.372 1
5.38 4
5.388 2
5.396 5
5.404 0
5.412 2
5.42 5
5.428 3
5.436 3
5.444 4
5.452 1
5.46 4
5.468 3
5.476 0
5.484 4
5.492 3
5.5 1
5.508 4
5.516 1
5.524 1
5.532 3
5.54 2
5.548 2
5.556 2
5.564 2
5.572 1
5.58 1
5.588 2
5.596 2
5.604 5
5.612 3
5.62 3
5.628 3
5.636 2
5.644 4
5.652 0
5.66 2
5.668 4
5.676 4
5.684 2
5.692 0
5.7 7
5.708 2
5.716 3
5.724 4
5.732 3
5.74 6
5.748 3
5.756 1
5.764 2
5.772 2
5.78 2
5.788 3
5.796 2
5.804 3
5.812 2
5.82 3
5.828 3
5.836 5
5.844 1
5.852 1
5.86 2
5.868 3
5.876 0
5.884 4
5.892 4
